state,date,ML,Low_90,High_90,Low_50,High_50
TN,2020-05-26 02:30:00+00:00,1.0,0.63,1.32,0.81,1.1
TN,2020-05-27 02:30:00+00:00,1.06,0.68,1.37,0.86,1.1500000000000001
TN,2020-05-28 02:30:00+00:00,1.17,0.81,1.49,1.0,1.28
TN,2020-05-29 02:30:00+00:00,1.34,0.97,1.6400000000000001,1.1500000000000001,1.43
TN,2020-05-30 02:30:00+00:00,1.46,1.11,1.76,1.28,1.55
TN,2020-05-31 02:30:00+00:00,1.52,1.17,1.8,1.35,1.61
TN,2020-06-01 02:30:00+00:00,1.5,1.17,1.78,1.35,1.6
TN,2020-06-02 02:30:00+00:00,1.48,1.17,1.76,1.3,1.55
TN,2020-06-03 02:30:00+00:00,1.45,1.1300000000000001,1.71,1.29,1.53
TN,2020-06-04 02:30:00+00:00,1.42,1.1,1.67,1.25,1.49
TN,2020-06-05 02:30:00+00:00,1.37,1.09,1.6400000000000001,1.22,1.45
TN,2020-06-06 02:30:00+00:00,1.34,1.06,1.6,1.18,1.41
TN,2020-06-07 02:30:00+00:00,1.33,1.05,1.58,1.19,1.41
TN,2020-06-08 02:30:00+00:00,1.33,1.06,1.58,1.18,1.4000000000000001
TN,2020-06-09 02:30:00+00:00,1.35,1.08,1.59,1.22,1.43
TN,2020-06-10 02:30:00+00:00,1.37,1.11,1.61,1.23,1.44
TN,2020-06-11 02:30:00+00:00,1.36,1.1,1.59,1.25,1.45
TN,2020-06-12 02:30:00+00:00,1.3,1.04,1.52,1.17,1.37
TN,2020-06-13 02:30:00+00:00,1.19,0.92,1.4000000000000001,1.05,1.25
TN,2020-06-14 02:30:00+00:00,1.0,0.74,1.22,0.87,1.07
TN,2020-06-15 02:30:00+00:00,0.96,0.7000000000000001,1.18,0.8300000000000001,1.03
TN,2020-06-16 02:30:00+00:00,0.99,0.73,1.21,0.86,1.06
TN,2020-06-17 02:30:00+00:00,1.06,0.8,1.28,0.93,1.1300000000000001
TN,2020-06-18 02:30:00+00:00,1.22,0.97,1.44,1.08,1.28
TN,2020-06-19 02:30:00+00:00,1.34,1.1,1.56,1.22,1.41
TN,2020-06-20 02:30:00+00:00,1.42,1.18,1.6300000000000001,1.29,1.48
TN,2020-06-21 02:30:00+00:00,1.41,1.16,1.6,1.3,1.48
TN,2020-06-22 02:30:00+00:00,1.33,1.09,1.52,1.21,1.3900000000000001
TN,2020-06-23 02:30:00+00:00,1.41,1.18,1.6,1.32,1.49
TN,2020-06-24 02:30:00+00:00,1.48,1.25,1.6600000000000001,1.36,1.53
TN,2020-06-25 02:30:00+00:00,1.51,1.31,1.7,1.42,1.58
TN,2020-06-26 02:30:00+00:00,1.54,1.33,1.71,1.43,1.59
TN,2020-06-27 02:30:00+00:00,1.48,1.27,1.6400000000000001,1.3900000000000001,1.54
TN,2020-06-28 02:30:00+00:00,1.3900000000000001,1.19,1.55,1.29,1.44
TN,2020-06-29 02:30:00+00:00,1.24,1.04,1.4000000000000001,1.1400000000000001,1.29
TN,2020-06-30 02:30:00+00:00,1.17,0.98,1.33,1.06,1.21
TN,2020-07-01 02:30:00+00:00,1.1500000000000001,0.9500000000000001,1.3,1.04,1.19
TN,2020-07-02 02:30:00+00:00,1.1300000000000001,0.93,1.28,1.05,1.19
TN,2020-07-03 02:30:00+00:00,1.11,0.93,1.27,1.03,1.17
TN,2020-07-04 02:30:00+00:00,1.11,0.92,1.26,1.02,1.16
TR,2020-05-06 02:30:00+00:00,0.0,0.0,10.81,0.0,6.01
TR,2020-05-07 02:30:00+00:00,3.62,0.76,6.1000000000000005,2.31,4.6000000000000005
TR,2020-05-08 02:30:00+00:00,3.0,0.97,4.7700000000000005,2.09,3.67
TR,2020-05-09 02:30:00+00:00,2.44,0.81,3.87,1.7,2.97
TR,2020-05-10 02:30:00+00:00,1.77,0.33,2.95,1.16,2.27
TR,2020-05-11 02:30:00+00:00,1.21,0.01,2.22,0.62,1.62
TR,2020-05-12 02:30:00+00:00,0.51,0.0,1.72,0.09,0.88
TR,2020-05-13 02:30:00+00:00,0.3,0.0,1.3800000000000001,0.0,0.58
TR,2020-05-14 02:30:00+00:00,0.35000000000000003,0.0,1.4000000000000001,0.01,0.6
TR,2020-05-15 02:30:00+00:00,0.37,0.0,1.42,0.03,0.63
TR,2020-05-16 02:30:00+00:00,0.44,0.0,1.56,0.09,0.76
TR,2020-05-17 02:30:00+00:00,0.46,0.0,1.6300000000000001,0.14,0.84
TR,2020-05-18 02:30:00+00:00,0.48,0.0,1.7,0.07,0.81
TR,2020-05-19 02:30:00+00:00,0.5,0.0,1.76,0.13,0.89
TR,2020-05-20 02:30:00+00:00,0.47000000000000003,0.0,1.73,0.13,0.87
TR,2020-05-21 02:30:00+00:00,0.48,0.0,1.79,0.1,0.87
TR,2020-05-22 02:30:00+00:00,0.56,0.0,1.94,0.11,0.96
TR,2020-05-23 02:30:00+00:00,0.64,0.0,2.08,0.18,1.1
TR,2020-05-24 02:30:00+00:00,0.73,0.0,2.2,0.22,1.21
TR,2020-05-25 02:30:00+00:00,1.01,0.0,2.42,0.37,1.47
TR,2020-05-26 02:30:00+00:00,1.28,0.01,2.58,0.6,1.76
TR,2020-05-27 02:30:00+00:00,1.48,0.14,2.77,0.81,1.98
TR,2020-05-28 02:30:00+00:00,1.61,0.22,2.85,0.92,2.07
TR,2020-05-29 02:30:00+00:00,1.79,0.41000000000000003,3.02,1.1300000000000001,2.24
TR,2020-05-30 02:30:00+00:00,2.38,1.05,3.56,1.79,2.82
TR,2020-05-31 02:30:00+00:00,2.68,1.49,3.73,2.14,3.06
TR,2020-06-01 02:30:00+00:00,2.5500000000000003,1.48,3.49,2.04,2.87
TR,2020-06-02 02:30:00+00:00,2.7,1.74,3.56,2.2600000000000002,3.0100000000000002
TR,2020-06-03 02:30:00+00:00,2.43,1.55,3.22,2.0100000000000002,2.7
TR,2020-06-04 02:30:00+00:00,2.16,1.3,2.88,1.76,2.41
TR,2020-06-05 02:30:00+00:00,1.84,1.03,2.5500000000000003,1.44,2.07
TR,2020-06-06 02:30:00+00:00,1.42,0.64,2.14,1.05,1.67
TR,2020-06-07 02:30:00+00:00,1.11,0.31,1.81,0.72,1.35
TR,2020-06-08 02:30:00+00:00,0.81,0.07,1.48,0.44,1.06
TR,2020-06-09 02:30:00+00:00,0.33,0.0,1.07,0.04,0.53
TR,2020-06-10 02:30:00+00:00,0.35000000000000003,0.0,1.08,0.04,0.53
TR,2020-06-11 02:30:00+00:00,0.48,0.0,1.23,0.14,0.7000000000000001
TR,2020-06-12 02:30:00+00:00,0.63,0.0,1.4000000000000001,0.25,0.88
TR,2020-06-13 02:30:00+00:00,0.8200000000000001,0.05,1.6,0.4,1.09
TR,2020-06-14 02:30:00+00:00,0.8,0.01,1.55,0.37,1.06
TR,2020-06-15 02:30:00+00:00,0.64,0.0,1.42,0.25,0.9
TR,2020-06-16 02:30:00+00:00,0.47000000000000003,0.0,1.29,0.13,0.72
TR,2020-06-17 02:30:00+00:00,0.38,0.0,1.19,0.11,0.64
TR,2020-06-18 02:30:00+00:00,0.32,0.0,1.12,0.04,0.53
TR,2020-06-19 02:30:00+00:00,0.44,0.0,1.26,0.15,0.71
TR,2020-06-20 02:30:00+00:00,0.5,0.0,1.35,0.14,0.75
TR,2020-06-21 02:30:00+00:00,0.55,0.0,1.42,0.22,0.86
TR,2020-06-22 02:30:00+00:00,0.46,0.0,1.36,0.13,0.74
TR,2020-06-23 02:30:00+00:00,0.52,0.0,1.43,0.21,0.85
TR,2020-06-24 02:30:00+00:00,0.56,0.0,1.49,0.23,0.9
TR,2020-06-25 02:30:00+00:00,0.65,0.0,1.59,0.26,0.98
TR,2020-06-26 02:30:00+00:00,0.62,0.0,1.57,0.2,0.92
TR,2020-06-27 02:30:00+00:00,0.78,0.0,1.72,0.31,1.09
TR,2020-06-28 02:30:00+00:00,0.73,0.0,1.67,0.31,1.07
TR,2020-06-29 02:30:00+00:00,0.68,0.0,1.6400000000000001,0.24,0.99
TR,2020-06-30 02:30:00+00:00,0.7000000000000001,0.0,1.6600000000000001,0.27,1.03
TR,2020-07-01 02:30:00+00:00,1.01,0.05,1.94,0.54,1.3800000000000001
TR,2020-07-02 02:30:00+00:00,1.45,0.36,2.43,0.92,1.8
TR,2020-07-03 02:30:00+00:00,1.77,0.6900000000000001,2.72,1.26,2.1
TR,2020-07-04 02:30:00+00:00,1.99,1.02,2.91,1.52,2.3000000000000003
UP,2020-04-02 12:30:00+00:00,0.0,0.0,10.81,0.0,6.01
UP,2020-04-03 03:30:00+00:00,2.84,0.15,5.25,1.54,3.88
UP,2020-04-03 12:30:00+00:00,3.09,0.89,4.95,2.18,3.87
UP,2020-04-04 03:30:00+00:00,2.36,0.59,3.8200000000000003,1.61,2.96
UP,2020-04-04 12:30:00+00:00,1.81,0.35000000000000003,3.09,1.11,2.29
UP,2020-04-05 03:30:00+00:00,1.8800000000000001,0.49,3.0700000000000003,1.27,2.35
UP,2020-04-05 12:30:00+00:00,1.57,0.28,2.64,0.96,1.97
UP,2020-04-06 03:30:00+00:00,1.58,0.38,2.66,0.99,1.96
UP,2020-04-06 12:30:00+00:00,1.45,0.24,2.42,0.89,1.82
UP,2020-04-07 03:30:00+00:00,1.1300000000000001,0.05,2.04,0.58,1.47
UP,2020-04-07 12:30:00+00:00,1.01,0.0,1.9100000000000001,0.45,1.32
UP,2020-04-08 02:30:00+00:00,1.05,0.04,1.98,0.49,1.37
UP,2020-04-08 11:30:00+00:00,0.93,0.01,1.87,0.42,1.27
UP,2020-04-09 02:30:00+00:00,1.1400000000000001,0.09,2.09,0.6,1.49
UP,2020-04-09 11:30:00+00:00,1.02,0.03,1.94,0.51,1.37
UP,2020-04-10 02:30:00+00:00,0.75,0.0,1.72,0.26,1.06
UP,2020-04-10 11:30:00+00:00,0.54,0.0,1.58,0.16,0.88
UP,2020-04-11 02:30:00+00:00,0.4,0.0,1.41,0.07,0.6900000000000001
UP,2020-04-11 11:30:00+00:00,0.42,0.0,1.43,0.05,0.68
UP,2020-04-12 02:30:00+00:00,0.5,0.0,1.55,0.13,0.8200000000000001
UP,2020-04-12 11:30:00+00:00,0.86,0.0,1.93,0.35000000000000003,1.22
UP,2020-04-13 02:30:00+00:00,1.78,0.55,2.91,1.21,2.2
UP,2020-04-13 11:30:00+00:00,2.16,0.98,3.19,1.62,2.5300000000000002
UP,2020-04-14 02:30:00+00:00,2.35,1.31,3.3000000000000003,1.87,2.69
UP,2020-04-14 11:30:00+00:00,2.06,1.08,2.92,1.59,2.35
UP,2020-04-15 02:30:00+00:00,1.67,0.73,2.49,1.27,1.99
UP,2020-04-15 11:30:00+00:00,1.33,0.42,2.14,0.9500000000000001,1.6600000000000001
UP,2020-04-16 02:30:00+00:00,1.0,0.15,1.78,0.5700000000000001,1.28
UP,2020-04-16 11:30:00+00:00,0.6900000000000001,0.0,1.46,0.29,0.96
UP,2020-04-17 02:30:00+00:00,1.02,0.1,1.81,0.55,1.3
UP,2020-04-17 11:30:00+00:00,1.0,0.08,1.78,0.59,1.33
UP,2020-04-18 02:30:00+00:00,1.45,0.45,2.2800000000000002,0.99,1.75
UP,2020-04-18 11:30:00+00:00,1.44,0.48,2.25,1.02,1.75
UP,2020-04-19 02:30:00+00:00,1.55,0.66,2.37,1.11,1.82
UP,2020-04-19 11:30:00+00:00,1.31,0.42,2.08,0.89,1.58
UP,2020-04-20 02:30:00+00:00,1.36,0.47000000000000003,2.12,0.96,1.6400000000000001
UP,2020-04-20 11:30:00+00:00,1.04,0.17,1.75,0.64,1.31
UP,2020-04-21 02:30:00+00:00,1.24,0.36,1.99,0.8300000000000001,1.51
UP,2020-04-21 11:30:00+00:00,1.09,0.23,1.82,0.7000000000000001,1.37
UP,2020-04-22 02:30:00+00:00,1.23,0.38,1.99,0.85,1.52
UP,2020-04-22 11:30:00+00:00,0.98,0.14,1.68,0.58,1.24
UP,2020-04-23 02:30:00+00:00,1.01,0.2,1.75,0.58,1.25
UP,2020-04-23 11:30:00+00:00,0.72,0.0,1.4000000000000001,0.35000000000000003,0.98
UP,2020-04-24 02:30:00+00:00,1.05,0.19,1.78,0.64,1.32
UP,2020-04-24 11:30:00+00:00,1.02,0.19,1.76,0.64,1.31
UP,2020-04-25 02:30:00+00:00,1.18,0.32,1.93,0.8200000000000001,1.49
UP,2020-04-25 11:30:00+00:00,1.12,0.26,1.84,0.75,1.41
UP,2020-04-26 02:30:00+00:00,1.08,0.22,1.78,0.67,1.33
UP,2020-04-26 11:30:00+00:00,0.72,0.0,1.3800000000000001,0.35000000000000003,0.97
UP,2020-04-27 02:30:00+00:00,0.72,0.01,1.41,0.34,0.97
UP,2020-04-27 11:30:00+00:00,0.47000000000000003,0.0,1.2,0.19,0.74
UP,2020-04-28 02:30:00+00:00,0.67,0.0,1.4000000000000001,0.29,0.92
UP,2020-04-28 11:30:00+00:00,0.65,0.0,1.3800000000000001,0.26,0.89
UP,2020-04-29 02:30:00+00:00,0.71,0.0,1.44,0.31,0.96
UP,2020-04-29 11:30:00+00:00,0.59,0.0,1.35,0.2,0.8200000000000001
UP,2020-04-30 02:30:00+00:00,0.74,0.01,1.49,0.38,1.04
UP,2020-04-30 11:30:00+00:00,0.74,0.0,1.48,0.32,0.99
UP,2020-05-01 02:30:00+00:00,1.18,0.28,1.99,0.73,1.46
UP,2020-05-01 11:30:00+00:00,1.32,0.44,2.14,0.9,1.61
UP,2020-05-02 02:30:00+00:00,1.69,0.81,2.46,1.28,1.96
UP,2020-05-02 11:30:00+00:00,1.59,0.75,2.32,1.18,1.83
UP,2020-05-03 02:30:00+00:00,1.61,0.8200000000000001,2.33,1.26,1.8800000000000001
UP,2020-05-03 11:30:00+00:00,1.26,0.47000000000000003,1.95,0.91,1.52
UP,2020-05-04 02:30:00+00:00,1.12,0.34,1.81,0.78,1.3900000000000001
UP,2020-05-04 11:30:00+00:00,0.8,0.09,1.46,0.45,1.05
UP,2020-05-05 02:30:00+00:00,0.9,0.12,1.57,0.5,1.1300000000000001
UP,2020-05-05 11:30:00+00:00,0.85,0.09,1.52,0.51,1.1300000000000001
UP,2020-05-06 02:30:00+00:00,1.24,0.41000000000000003,1.96,0.89,1.53
UP,2020-05-07 02:30:00+00:00,1.55,0.77,2.27,1.17,1.79
UP,2020-05-08 02:30:00+00:00,1.76,1.03,2.45,1.3900000000000001,1.98
UP,2020-05-09 02:30:00+00:00,1.72,0.99,2.35,1.3800000000000001,1.94
UP,2020-05-10 02:30:00+00:00,1.58,0.9,2.21,1.26,1.8
UP,2020-05-11 02:30:00+00:00,1.2,0.51,1.81,0.86,1.4000000000000001
UP,2020-05-12 02:30:00+00:00,1.1,0.4,1.71,0.78,1.32
UP,2020-05-13 02:30:00+00:00,1.04,0.35000000000000003,1.6600000000000001,0.6900000000000001,1.24
UP,2020-05-14 02:30:00+00:00,1.25,0.54,1.86,0.96,1.5
UP,2020-05-15 02:30:00+00:00,1.28,0.58,1.8800000000000001,0.99,1.52
UP,2020-05-16 02:30:00+00:00,1.57,0.89,2.15,1.25,1.77
UP,2020-05-17 02:30:00+00:00,1.79,1.16,2.36,1.54,2.0300000000000002
UP,2020-05-18 02:30:00+00:00,1.94,1.33,2.47,1.6500000000000001,2.12
UP,2020-05-19 02:30:00+00:00,2.0100000000000002,1.47,2.54,1.77,2.21
UP,2020-05-20 02:30:00+00:00,1.8900000000000001,1.36,2.38,1.6500000000000001,2.07
UP,2020-05-21 02:30:00+00:00,1.6600000000000001,1.1400000000000001,2.13,1.41,1.82
UP,2020-05-22 02:30:00+00:00,1.45,0.91,1.8900000000000001,1.22,1.62
UP,2020-05-23 02:30:00+00:00,1.08,0.55,1.53,0.86,1.26
UP,2020-05-24 02:30:00+00:00,0.73,0.21,1.19,0.48,0.89
UP,2020-05-25 02:30:00+00:00,0.78,0.27,1.28,0.54,0.96
UP,2020-05-26 02:30:00+00:00,0.6900000000000001,0.15,1.16,0.41000000000000003,0.84
UP,2020-05-27 02:30:00+00:00,0.6900000000000001,0.17,1.19,0.45,0.88
UP,2020-05-28 02:30:00+00:00,0.66,0.13,1.1500000000000001,0.37,0.81
UP,2020-05-29 02:30:00+00:00,0.84,0.25,1.33,0.56,1.01
UP,2020-05-30 02:30:00+00:00,0.9500000000000001,0.39,1.47,0.67,1.12
UP,2020-05-31 02:30:00+00:00,1.27,0.6900000000000001,1.76,1.0,1.44
UP,2020-06-01 02:30:00+00:00,1.35,0.8200000000000001,1.85,1.07,1.5
UP,2020-06-02 02:30:00+00:00,1.74,1.23,2.22,1.49,1.9000000000000001
UP,2020-06-03 02:30:00+00:00,1.92,1.41,2.35,1.67,2.06
UP,2020-06-04 02:30:00+00:00,1.56,1.1,2.0,1.35,1.72
UP,2020-06-05 02:30:00+00:00,1.56,1.08,1.97,1.32,1.69
UP,2020-06-06 02:30:00+00:00,1.44,0.97,1.84,1.21,1.57
UP,2020-06-07 02:30:00+00:00,1.33,0.86,1.72,1.1300000000000001,1.48
UP,2020-06-08 02:30:00+00:00,1.16,0.7000000000000001,1.55,0.9500000000000001,1.3
UP,2020-06-09 02:30:00+00:00,1.04,0.59,1.44,0.8300000000000001,1.18
UP,2020-06-10 02:30:00+00:00,1.01,0.54,1.4000000000000001,0.8200000000000001,1.17
UP,2020-06-11 02:30:00+00:00,1.19,0.73,1.58,0.97,1.32
UP,2020-06-12 02:30:00+00:00,1.06,0.62,1.46,0.8300000000000001,1.18
UP,2020-06-13 02:30:00+00:00,0.9500000000000001,0.48,1.33,0.73,1.08
UP,2020-06-14 02:30:00+00:00,0.88,0.45,1.3,0.68,1.03
UP,2020-06-15 02:30:00+00:00,0.8,0.35000000000000003,1.21,0.5700000000000001,0.93
UP,2020-06-16 02:30:00+00:00,0.8300000000000001,0.39,1.26,0.62,0.98
UP,2020-06-17 02:30:00+00:00,1.1500000000000001,0.68,1.55,0.93,1.29
UP,2020-06-18 02:30:00+00:00,1.6500000000000001,1.22,2.05,1.42,1.77
UP,2020-06-19 02:30:00+00:00,2.11,1.69,2.47,1.92,2.24
UP,2020-06-20 02:30:00+00:00,2.1,1.74,2.46,1.92,2.22
UP,2020-06-21 02:30:00+00:00,1.69,1.3,2.0,1.5,1.79
UP,2020-06-22 02:30:00+00:00,1.34,0.96,1.6500000000000001,1.1400000000000001,1.43
UP,2020-06-23 02:30:00+00:00,0.98,0.62,1.31,0.79,1.08
UP,2020-06-24 02:30:00+00:00,0.81,0.42,1.1300000000000001,0.63,0.92
UP,2020-06-25 02:30:00+00:00,0.71,0.32,1.04,0.52,0.8200000000000001
UP,2020-06-26 02:30:00+00:00,0.71,0.33,1.06,0.54,0.84
UP,2020-06-27 02:30:00+00:00,0.9400000000000001,0.54,1.28,0.73,1.04
UP,2020-06-28 02:30:00+00:00,0.99,0.61,1.34,0.8200000000000001,1.12
UP,2020-06-29 02:30:00+00:00,0.93,0.55,1.28,0.76,1.06
UP,2020-06-30 02:30:00+00:00,1.0,0.63,1.36,0.84,1.1400000000000001
UP,2020-07-01 02:30:00+00:00,1.16,0.76,1.49,0.97,1.27
UP,2020-07-02 02:30:00+00:00,1.27,0.87,1.59,1.07,1.37
UP,2020-07-03 02:30:00+00:00,1.35,0.98,1.68,1.17,1.46
UP,2020-07-04 02:30:00+00:00,1.37,1.02,1.7,1.21,1.49
UT,2020-05-20 02:30:00+00:00,0.0,0.0,10.81,0.0,6.01
UT,2020-05-21 02:30:00+00:00,4.45,1.5,6.86,3.19,5.41
UT,2020-05-22 02:30:00+00:00,4.22,2.4,5.83,3.41,4.82
UT,2020-05-23 02:30:00+00:00,3.69,2.3000000000000003,4.88,3.0700000000000003,4.13
UT,2020-05-24 02:30:00+00:00,3.18,2.07,4.19,2.7,3.5700000000000003
UT,2020-05-25 02:30:00+00:00,2.68,1.68,3.5500000000000003,2.22,2.99
UT,2020-05-26 02:30:00+00:00,2.16,1.25,2.98,1.77,2.48
UT,2020-05-27 02:30:00+00:00,2.21,1.34,2.98,1.78,2.46
UT,2020-05-28 02:30:00+00:00,1.98,1.16,2.72,1.62,2.2600000000000002
UT,2020-05-29 02:30:00+00:00,2.11,1.3,2.8000000000000003,1.72,2.34
UT,2020-05-30 02:30:00+00:00,2.0100000000000002,1.27,2.69,1.6400000000000001,2.23
UT,2020-05-31 02:30:00+00:00,1.74,1.04,2.41,1.3800000000000001,1.95
UT,2020-06-01 02:30:00+00:00,1.35,0.63,1.99,1.02,1.58
UT,2020-06-02 02:30:00+00:00,1.03,0.31,1.67,0.67,1.24
UT,2020-06-03 02:30:00+00:00,0.61,0.0,1.19,0.28,0.8200000000000001
UT,2020-06-04 02:30:00+00:00,0.63,0.0,1.24,0.28,0.84
UT,2020-06-05 02:30:00+00:00,0.53,0.0,1.18,0.19,0.73
UT,2020-06-06 02:30:00+00:00,0.66,0.03,1.33,0.32,0.9
UT,2020-06-07 02:30:00+00:00,0.88,0.12,1.56,0.52,1.1400000000000001
UT,2020-06-08 02:30:00+00:00,0.9400000000000001,0.17,1.6300000000000001,0.54,1.17
UT,2020-06-09 02:30:00+00:00,0.98,0.21,1.68,0.59,1.22
UT,2020-06-10 02:30:00+00:00,1.0,0.21,1.69,0.61,1.24
UT,2020-06-11 02:30:00+00:00,0.96,0.18,1.6400000000000001,0.61,1.23
UT,2020-06-12 02:30:00+00:00,0.9,0.11,1.55,0.52,1.1400000000000001
UT,2020-06-13 02:30:00+00:00,0.71,0.0,1.34,0.33,0.93
UT,2020-06-14 02:30:00+00:00,0.59,0.0,1.26,0.22,0.8
UT,2020-06-15 02:30:00+00:00,0.71,0.01,1.3800000000000001,0.34,0.9500000000000001
UT,2020-06-16 02:30:00+00:00,0.81,0.05,1.49,0.44,1.07
UT,2020-06-17 02:30:00+00:00,1.06,0.23,1.78,0.65,1.31
UT,2020-06-18 02:30:00+00:00,1.33,0.5,2.06,0.92,1.57
UT,2020-06-19 02:30:00+00:00,1.4000000000000001,0.6,2.11,1.05,1.67
UT,2020-06-20 02:30:00+00:00,1.29,0.52,1.99,0.91,1.52
UT,2020-06-21 02:30:00+00:00,1.19,0.42,1.87,0.84,1.44
UT,2020-06-22 02:30:00+00:00,1.1500000000000001,0.39,1.83,0.78,1.3800000000000001
UT,2020-06-23 02:30:00+00:00,1.12,0.34,1.78,0.75,1.35
UT,2020-06-24 02:30:00+00:00,1.02,0.26,1.68,0.64,1.24
UT,2020-06-25 02:30:00+00:00,0.86,0.15,1.52,0.51,1.1
UT,2020-06-26 02:30:00+00:00,0.67,0.0,1.28,0.35000000000000003,0.92
UT,2020-06-27 02:30:00+00:00,0.4,0.0,1.08,0.08,0.58
UT,2020-06-28 02:30:00+00:00,0.22,0.0,0.89,0.0,0.39
UT,2020-06-29 02:30:00+00:00,0.28,0.0,0.9400000000000001,0.01,0.43
UT,2020-06-30 02:30:00+00:00,0.39,0.0,1.06,0.09,0.5700000000000001
UT,2020-07-01 02:30:00+00:00,0.5700000000000001,0.0,1.28,0.28,0.85
UT,2020-07-02 02:30:00+00:00,0.75,0.01,1.47,0.41000000000000003,1.05
UT,2020-07-03 02:30:00+00:00,0.96,0.12,1.71,0.53,1.22
UT,2020-07-04 02:30:00+00:00,1.12,0.24,1.8800000000000001,0.76,1.45
WB,2020-04-13 02:30:00+00:00,0.0,0.0,10.81,0.0,6.01
WB,2020-04-13 11:30:00+00:00,2.17,0.0,4.55,0.99,3.14
WB,2020-04-14 02:30:00+00:00,1.82,0.04,3.52,0.9500000000000001,2.56
WB,2020-04-14 11:30:00+00:00,1.48,0.01,2.91,0.65,1.99
WB,2020-04-15 02:30:00+00:00,0.9500000000000001,0.0,2.37,0.34,1.44
WB,2020-04-15 11:30:00+00:00,0.92,0.0,2.25,0.34,1.3800000000000001
WB,2020-04-16 02:30:00+00:00,0.66,0.0,1.99,0.2,1.11
WB,2020-04-16 11:30:00+00:00,0.91,0.0,2.15,0.39,1.37
WB,2020-04-17 02:30:00+00:00,0.9,0.0,2.09,0.35000000000000003,1.31
WB,2020-04-17 11:30:00+00:00,1.11,0.04,2.24,0.52,1.52
WB,2020-04-18 02:30:00+00:00,0.96,0.0,2.06,0.49,1.43
WB,2020-04-18 11:30:00+00:00,1.04,0.0,2.1,0.44,1.4000000000000001
WB,2020-04-19 02:30:00+00:00,0.9,0.0,1.98,0.38,1.29
WB,2020-04-19 11:30:00+00:00,1.18,0.05,2.21,0.59,1.56
WB,2020-04-20 02:30:00+00:00,1.12,0.08,2.17,0.62,1.56
WB,2020-04-20 11:30:00+00:00,1.33,0.19,2.38,0.78,1.74
WB,2020-04-21 02:30:00+00:00,1.25,0.16,2.27,0.73,1.6600000000000001
WB,2020-04-21 11:30:00+00:00,1.26,0.12,2.22,0.72,1.6400000000000001
WB,2020-04-22 02:30:00+00:00,1.04,0.05,1.99,0.5,1.3800000000000001
WB,2020-04-22 11:30:00+00:00,1.16,0.13,2.14,0.59,1.49
WB,2020-04-23 02:30:00+00:00,1.03,0.07,1.99,0.5,1.37
WB,2020-04-23 11:30:00+00:00,1.36,0.21,2.31,0.87,1.77
WB,2020-04-24 02:30:00+00:00,1.27,0.2,2.22,0.73,1.61
WB,2020-04-24 11:30:00+00:00,1.3800000000000001,0.31,2.35,0.87,1.74
WB,2020-04-25 02:30:00+00:00,1.17,0.16,2.08,0.68,1.52
WB,2020-04-25 11:30:00+00:00,1.11,0.09,1.98,0.64,1.47
WB,2020-04-26 02:30:00+00:00,0.8,0.0,1.69,0.31,1.09
WB,2020-04-26 11:30:00+00:00,0.87,0.01,1.76,0.37,1.17
WB,2020-04-27 02:30:00+00:00,0.72,0.0,1.6500000000000001,0.28,1.04
WB,2020-04-27 11:30:00+00:00,0.8,0.0,1.73,0.33,1.12
WB,2020-04-28 02:30:00+00:00,0.67,0.0,1.6300000000000001,0.24,0.99
WB,2020-04-28 11:30:00+00:00,0.6900000000000001,0.0,1.6600000000000001,0.25,1.01
WB,2020-04-29 02:30:00+00:00,0.59,0.0,1.58,0.19,0.91
WB,2020-04-29 11:30:00+00:00,0.68,0.0,1.67,0.26,1.02
WB,2020-04-30 02:30:00+00:00,0.58,0.0,1.58,0.19,0.91
WB,2020-04-30 11:30:00+00:00,0.55,0.0,1.57,0.18,0.89
WB,2020-05-01 02:30:00+00:00,0.45,0.0,1.45,0.08,0.73
WB,2020-05-01 11:30:00+00:00,0.85,0.03,1.8900000000000001,0.36,1.2
WB,2020-05-02 02:30:00+00:00,1.1,0.07,2.08,0.58,1.47
WB,2020-05-02 11:30:00+00:00,1.69,0.53,2.72,1.2,2.11
WB,2020-05-03 02:30:00+00:00,1.68,0.56,2.64,1.18,2.04
WB,2020-05-03 11:30:00+00:00,2.5,1.48,3.4,2.0300000000000002,2.82
WB,2020-05-04 02:30:00+00:00,2.44,1.5,3.23,2.02,2.73
WB,2020-05-04 11:30:00+00:00,2.45,1.61,3.19,2.07,2.72
WB,2020-05-05 02:30:00+00:00,2.19,1.3900000000000001,2.87,1.81,2.42
WB,2020-05-05 11:30:00+00:00,2.0,1.24,2.65,1.6500000000000001,2.23
WB,2020-05-06 02:30:00+00:00,1.71,0.98,2.35,1.4000000000000001,1.96
WB,2020-05-07 02:30:00+00:00,1.53,0.81,2.16,1.17,1.73
WB,2020-05-08 02:30:00+00:00,1.31,0.61,1.95,1.0,1.55
WB,2020-05-09 02:30:00+00:00,1.53,0.8200000000000001,2.15,1.19,1.74
WB,2020-05-10 02:30:00+00:00,1.44,0.74,2.04,1.09,1.6300000000000001
WB,2020-05-11 02:30:00+00:00,1.31,0.64,1.92,0.98,1.51
WB,2020-05-12 02:30:00+00:00,1.17,0.48,1.76,0.84,1.37
WB,2020-05-13 02:30:00+00:00,0.9500000000000001,0.27,1.54,0.63,1.16
