state,date,ML,Low_90,High_90,Low_50,High_50
WB,2020-05-14 02:30:00+00:00,0.8200000000000001,0.18,1.43,0.53,1.06
WB,2020-05-15 02:30:00+00:00,0.7000000000000001,0.08,1.29,0.39,0.92
WB,2020-05-16 02:30:00+00:00,0.81,0.15,1.43,0.48,1.03
WB,2020-05-17 02:30:00+00:00,1.02,0.31,1.6500000000000001,0.6900000000000001,1.25
WB,2020-05-18 02:30:00+00:00,1.2,0.47000000000000003,1.81,0.88,1.43
WB,2020-05-19 02:30:00+00:00,1.25,0.55,1.86,0.92,1.46
WB,2020-05-20 02:30:00+00:00,1.26,0.6,1.8800000000000001,0.9400000000000001,1.47
WB,2020-05-21 02:30:00+00:00,1.16,0.47000000000000003,1.74,0.87,1.3900000000000001
WB,2020-05-22 02:30:00+00:00,1.2,0.53,1.79,0.88,1.4000000000000001
WB,2020-05-23 02:30:00+00:00,1.2,0.53,1.78,0.86,1.3800000000000001
WB,2020-05-24 02:30:00+00:00,1.34,0.68,1.9100000000000001,1.01,1.52
WB,2020-05-25 02:30:00+00:00,1.42,0.79,1.99,1.17,1.6600000000000001
WB,2020-05-26 02:30:00+00:00,1.6500000000000001,1.03,2.19,1.35,1.83
WB,2020-05-27 02:30:00+00:00,1.73,1.1500000000000001,2.2600000000000002,1.45,1.9100000000000001
WB,2020-05-28 02:30:00+00:00,1.83,1.27,2.33,1.55,1.99
WB,2020-05-29 02:30:00+00:00,1.83,1.28,2.3000000000000003,1.57,1.99
WB,2020-05-30 02:30:00+00:00,1.74,1.21,2.19,1.52,1.92
WB,2020-05-31 02:30:00+00:00,1.62,1.11,2.06,1.3900000000000001,1.78
WB,2020-06-01 02:30:00+00:00,1.47,0.98,1.9100000000000001,1.27,1.6500000000000001
WB,2020-06-02 02:30:00+00:00,1.3,0.81,1.73,1.06,1.44
WB,2020-06-03 02:30:00+00:00,1.3,0.8200000000000001,1.73,1.05,1.43
WB,2020-06-04 02:30:00+00:00,1.31,0.8300000000000001,1.73,1.09,1.46
WB,2020-06-05 02:30:00+00:00,1.32,0.84,1.73,1.08,1.45
WB,2020-06-06 02:30:00+00:00,1.36,0.89,1.76,1.1300000000000001,1.49
WB,2020-06-07 02:30:00+00:00,1.23,0.77,1.6300000000000001,0.99,1.35
WB,2020-06-08 02:30:00+00:00,1.11,0.64,1.5,0.91,1.26
WB,2020-06-09 02:30:00+00:00,1.0,0.53,1.3900000000000001,0.76,1.12
WB,2020-06-10 02:30:00+00:00,0.96,0.52,1.3800000000000001,0.72,1.08
WB,2020-06-11 02:30:00+00:00,1.02,0.54,1.41,0.79,1.1500000000000001
WB,2020-06-12 02:30:00+00:00,1.07,0.61,1.47,0.8300000000000001,1.19
WB,2020-06-13 02:30:00+00:00,1.09,0.62,1.48,0.9,1.25
WB,2020-06-14 02:30:00+00:00,1.07,0.62,1.47,0.86,1.21
WB,2020-06-15 02:30:00+00:00,0.99,0.54,1.3900000000000001,0.78,1.1300000000000001
WB,2020-06-16 02:30:00+00:00,0.93,0.46,1.32,0.74,1.09
WB,2020-06-17 02:30:00+00:00,0.88,0.44,1.3,0.65,1.01
WB,2020-06-18 02:30:00+00:00,0.93,0.46,1.33,0.7000000000000001,1.06
WB,2020-06-19 02:30:00+00:00,0.98,0.51,1.3800000000000001,0.75,1.11
WB,2020-06-20 02:30:00+00:00,1.0,0.53,1.4000000000000001,0.77,1.1300000000000001
WB,2020-06-21 02:30:00+00:00,1.0,0.52,1.3900000000000001,0.77,1.1300000000000001
WB,2020-06-22 02:30:00+00:00,1.02,0.54,1.41,0.78,1.1400000000000001
WB,2020-06-23 02:30:00+00:00,1.04,0.6,1.46,0.81,1.17
WB,2020-06-24 02:30:00+00:00,1.17,0.7000000000000001,1.56,0.97,1.32
WB,2020-06-25 02:30:00+00:00,1.25,0.8,1.6400000000000001,1.02,1.37
WB,2020-06-26 02:30:00+00:00,1.36,0.91,1.74,1.1500000000000001,1.49
WB,2020-06-27 02:30:00+00:00,1.43,1.02,1.82,1.23,1.56
WB,2020-06-28 02:30:00+00:00,1.46,1.05,1.83,1.28,1.6
WB,2020-06-29 02:30:00+00:00,1.4000000000000001,0.98,1.75,1.19,1.51
WB,2020-06-30 02:30:00+00:00,1.33,0.9500000000000001,1.7,1.1500000000000001,1.46
WB,2020-07-01 02:30:00+00:00,1.27,0.85,1.6,1.06,1.37
WB,2020-07-02 02:30:00+00:00,1.19,0.79,1.53,0.98,1.29
WB,2020-07-03 02:30:00+00:00,1.1300000000000001,0.76,1.49,0.96,1.26
WB,2020-07-04 02:30:00+00:00,1.08,0.7000000000000001,1.43,0.91,1.21
